Date,PMAQI Value,Main Pollutant,Site Name,Site ID,Source
3/29/03,25,,,26-163-0016,AQS
3/30/03,22,,Allen Park,26-163-0001,AQS
3/31/03,54,,Oak Park,26-125-0001,AQS
4/1/03,70,,,26-163-0016,AQS
4/2/03,142,,,26-163-0016,AQS
4/3/03,107,,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
4/4/03,30,,,26-163-0016,AQS
4/5/03,31,,,26-163-0016,AQS
4/6/03,50,,Oak Park,26-125-0001,AQS
4/7/03,40,,,26-163-0016,AQS
4/8/03,59,,,26-163-0016,AQS
4/9/03,74,,92 FEET FROM WHE STREET,26-163-0036,AQS
4/10/03,68,,Allen Park,26-163-0001,AQS
4/11/03,79,,Allen Park,26-163-0001,AQS
4/12/03,35,,Allen Park,26-163-0001,AQS
4/13/03,39,,Allen Park,26-163-0001,AQS
4/14/03,45,,Allen Park,26-163-0001,AQS
4/15/03,113,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
4/16/03,59,,Allen Park,26-163-0001,AQS
4/17/03,43,,Allen Park,26-163-0001,AQS
4/18/03,98,,92 FEET FROM WHE STREET,26-163-0036,AQS
4/19/03,66,,Allen Park,26-163-0001,AQS
4/20/03,70,,,26-163-0016,AQS
4/21/03,86,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
4/22/03,20,,Allen Park,26-163-0001,AQS
4/23/03,25,,Allen Park,26-163-0001,AQS
4/24/03,66,,Oak Park,26-125-0001,AQS
4/25/03,53,,Allen Park,26-163-0001,AQS
4/26/03,38,,Allen Park,26-163-0001,AQS
4/27/03,64,,Port Huron,26-147-0005,AQS
4/28/03,63,,,26-163-0016,AQS
4/29/03,30,,Allen Park,26-163-0001,AQS
4/30/03,63,,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
5/1/03,72,,,26-163-0016,AQS
5/2/03,40,,Allen Park,26-163-0001,AQS
5/3/03,52,,92 FEET FROM WHE STREET,26-163-0036,AQS
5/4/03,64,,Port Huron,26-147-0005,AQS
5/6/03,48,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/7/03,68,,Allen Park,26-163-0001,AQS
5/8/03,80,,Allen Park,26-163-0001,AQS
5/9/03,48,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/10/03,53,,,26-163-0016,AQS
5/11/03,26,,,26-163-0016,AQS
5/12/03,18,,Allen Park,26-163-0001,AQS
5/13/03,27,,Allen Park,26-163-0001,AQS
5/14/03,45,,Allen Park,26-163-0001,AQS
5/15/03,70,,Port Huron,26-147-0005,AQS
5/16/03,77,,,26-163-0016,AQS
5/17/03,56,,Allen Park,26-163-0001,AQS
5/18/03,62,,Port Huron,26-147-0005,AQS
5/19/03,53,,,26-163-0016,AQS
5/20/03,39,,Allen Park,26-163-0001,AQS
5/21/03,25,,92 FEET FROM WHE STREET,26-163-0036,AQS
5/22/03,33,,Allen Park,26-163-0001,AQS
5/23/03,57,,,26-163-0016,AQS
5/24/03,66,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/25/03,90,,Allen Park,26-163-0001,AQS
5/26/03,90,,Allen Park,26-163-0001,AQS
5/27/03,64,,Southwestern H.S.,26-163-0015,AQS
5/28/03,78,,,26-163-0016,AQS
5/29/03,70,,,26-163-0016,AQS
5/30/03,85,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/31/03,33,,Allen Park,26-163-0001,AQS
6/1/03,25,,,26-163-0016,AQS
6/2/03,60,,92 FEET FROM WHE STREET,26-163-0036,AQS
6/3/03,48,,,26-163-0016,AQS
6/4/03,62,,Allen Park,26-163-0001,AQS
6/5/03,61,,92 FEET FROM WHE STREET,26-163-0036,AQS
6/6/03,61,,,26-163-0016,AQS
6/7/03,67,,,26-163-0016,AQS
6/8/03,107,,Port Huron,26-147-0005,AQS
6/9/03,42,,,26-163-0016,AQS
6/10/03,73,,,26-163-0016,AQS
6/11/03,77,,92 FEET FROM WHE STREET,26-163-0036,AQS
6/12/03,55,,Allen Park,26-163-0001,AQS
6/13/03,57,,,26-163-0016,AQS
6/14/03,88,,92 FEET FROM WHE STREET,26-163-0036,AQS
6/15/03,53,,Allen Park,26-163-0001,AQS
6/16/03,39,,,26-163-0016,AQS
6/17/03,83,,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
6/18/03,85,,Allen Park,26-163-0001,AQS
6/19/03,28,,Allen Park,26-163-0001,AQS
6/20/03,37,,92 FEET FROM WHE STREET,26-163-0036,AQS
6/21/03,49,,Allen Park,26-163-0001,AQS
6/22/03,65,,Allen Park,26-163-0001,AQS
6/23/03,87,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/24/03,99,,Allen Park,26-163-0001,AQS
6/25/03,117,,,26-163-0016,AQS
6/26/03,107,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/27/03,38,,,26-163-0016,AQS
6/28/03,53,,,26-163-0016,AQS
6/29/03,60,,92 FEET FROM WHE STREET,26-163-0036,AQS
6/30/03,58,,,26-163-0016,AQS
7/1/03,60,,,26-163-0016,AQS
7/2/03,114,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/3/03,94,,Allen Park,26-163-0001,AQS
7/4/03,81,,,26-163-0016,AQS
7/5/03,55,,92 FEET FROM WHE STREET,26-163-0036,AQS
7/6/03,70,,,26-163-0016,AQS
7/7/03,46,,,26-163-0016,AQS
7/8/03,63,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/9/03,51,,Allen Park,26-163-0001,AQS
7/10/03,52,,,26-163-0016,AQS
7/11/03,47,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/12/03,30,,Allen Park,26-163-0001,AQS
7/13/03,57,,,26-163-0016,AQS
7/14/03,77,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/15/03,77,,Allen Park,26-163-0001,AQS
7/16/03,21,,Allen Park,26-163-0001,AQS
7/17/03,82,,92 FEET FROM WHE STREET,26-163-0036,AQS
7/18/03,31,,Allen Park,26-163-0001,AQS
7/19/03,51,,Allen Park,26-163-0001,AQS
7/20/03,73,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/21/03,50,,,26-163-0016,AQS
7/22/03,35,,Allen Park,26-163-0001,AQS
7/23/03,30,,Allen Park,26-163-0001,AQS
7/24/03,30,,Allen Park,26-163-0001,AQS
7/25/03,56,,,26-163-0016,AQS
7/26/03,122,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/27/03,74,,Allen Park,26-163-0001,AQS
7/28/03,42,,Allen Park,26-163-0001,AQS
7/29/03,69,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/30/03,65,,,26-163-0016,AQS
7/31/03,107,,Allen Park,26-163-0001,AQS
8/1/03,127,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
8/2/03,64,,,26-163-0016,AQS
8/3/03,58,,,26-163-0016,AQS
8/4/03,61,,Southwestern H.S.,26-163-0015,AQS
8/5/03,71,,,26-163-0016,AQS
8/6/03,49,,,26-163-0016,AQS
8/7/03,66,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
8/8/03,55,,Allen Park,26-163-0001,AQS
8/9/03,25,,Allen Park,26-163-0001,AQS
8/10/03,38,,Allen Park,26-163-0001,AQS
8/11/03,57,,Allen Park,26-163-0001,AQS
8/12/03,61,,Allen Park,26-163-0001,AQS
8/13/03,80,,92 FEET FROM WHE STREET,26-163-0036,AQS
8/16/03,87,,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
8/17/03,30,,,26-163-0016,AQS
8/18/03,45,,,26-163-0016,AQS
8/19/03,74,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
8/20/03,111,,,26-163-0016,AQS
8/21/03,119,,,26-163-0016,AQS
8/22/03,61,,Allen Park,26-163-0001,AQS
8/23/03,32,,Allen Park,26-163-0001,AQS
8/24/03,38,,Allen Park,26-163-0001,AQS
8/25/03,96,,Southwestern H.S.,26-163-0015,AQS
8/26/03,79,,,26-163-0016,AQS
8/27/03,70,,,26-163-0016,AQS
8/28/03,72,,Allen Park,26-163-0001,AQS
8/29/03,78,,Allen Park,26-163-0001,AQS
8/30/03,18,,Allen Park,26-163-0001,AQS
8/31/03,44,,Port Huron,26-147-0005,AQS
9/1/03,35,,Allen Park,26-163-0001,AQS
9/2/03,41,,,26-163-0016,AQS
9/3/03,71,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/4/03,25,,Allen Park,26-163-0001,AQS
9/5/03,28,,,26-163-0016,AQS
9/6/03,67,,Southwestern H.S.,26-163-0015,AQS
9/7/03,61,,Allen Park,26-163-0001,AQS
9/8/03,71,,Allen Park,26-163-0001,AQS
9/9/03,52,,Port Huron,26-147-0005,AQS
9/10/03,86,,Allen Park,26-163-0001,AQS
9/11/03,75,,,26-163-0016,AQS
9/12/03,69,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/13/03,63,,Allen Park,26-163-0001,AQS
9/14/03,81,,Allen Park,26-163-0001,AQS
9/15/03,45,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/16/03,46,,,26-163-0016,AQS
9/17/03,88,,,26-163-0016,AQS
9/18/03,67,,Port Huron,26-147-0005,AQS
9/19/03,45,,Allen Park,26-163-0001,AQS
9/20/03,43,,Allen Park,26-163-0001,AQS
9/21/03,61,,Allen Park,26-163-0001,AQS
9/22/03,69,,,26-163-0016,AQS
9/23/03,33,,Allen Park,26-163-0001,AQS
9/24/03,65,,Southwestern H.S.,26-163-0015,AQS
9/25/03,32,,Allen Park,26-163-0001,AQS
9/26/03,59,,,26-163-0016,AQS
9/27/03,38,,92 FEET FROM WHE STREET,26-163-0036,AQS
9/28/03,25,,,26-163-0016,AQS
9/29/03,18,,,26-163-0016,AQS
9/30/03,56,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/1/03,21,,,26-163-0016,AQS
10/2/03,17,,Allen Park,26-163-0001,AQS
10/3/03,48,,Allen Park,26-163-0001,AQS
10/4/03,23,,Allen Park,26-163-0001,AQS
10/5/03,36,,,26-163-0016,AQS
10/6/03,57,,Southwestern H.S.,26-163-0015,AQS
10/8/03,72,,,26-163-0016,AQS
10/9/03,98,,Southwestern H.S.,26-163-0015,AQS
10/10/03,108,,,26-163-0016,AQS
10/11/03,95,,,26-163-0016,AQS
10/12/03,51,,Southwestern H.S.,26-163-0015,AQS
10/14/03,67,,Allen Park,26-163-0001,AQS
10/15/03,28,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/16/03,37,,Allen Park,26-163-0001,AQS
10/17/03,43,,Allen Park,26-163-0001,AQS
10/18/03,56,,Southwestern H.S.,26-163-0015,AQS
10/19/03,55,,Allen Park,26-163-0001,AQS
10/20/03,58,,,26-163-0016,AQS
10/21/03,47,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/22/03,17,,Allen Park,26-163-0001,AQS
10/23/03,23,,Allen Park,26-163-0001,AQS
10/24/03,62,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/25/03,61,,Allen Park,26-163-0001,AQS
10/26/03,58,,Allen Park,26-163-0001,AQS
10/27/03,50,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/28/03,54,,Allen Park,26-163-0001,AQS
10/29/03,35,,Allen Park,26-163-0001,AQS
10/30/03,59,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/31/03,54,,Allen Park,26-163-0001,AQS
11/1/03,64,,Allen Park,26-163-0001,AQS
11/2/03,92,,Allen Park,26-163-0001,AQS
11/3/03,29,,Allen Park,26-163-0001,AQS
11/4/03,67,,,26-163-0016,AQS
11/5/03,63,,Southwestern H.S.,26-163-0015,AQS
11/6/03,32,,Allen Park,26-163-0001,AQS
11/7/03,38,,,26-163-0016,AQS
11/8/03,33,,Allen Park,26-163-0001,AQS
11/9/03,65,,,26-163-0016,AQS
11/10/03,80,,Allen Park,26-163-0001,AQS
11/11/03,90,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/12/03,58,,,26-163-0016,AQS
11/13/03,9,,Allen Park,26-163-0001,AQS
11/14/03,60,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/15/03,56,,,26-163-0016,AQS
11/16/03,81,,Allen Park,26-163-0001,AQS
11/17/03,79,,Port Huron,26-147-0005,AQS
11/18/03,66,,,26-163-0016,AQS
11/19/03,21,,Allen Park,26-163-0001,AQS
11/20/03,74,,Southwestern H.S.,26-163-0015,AQS
11/21/03,45,,Allen Park,26-163-0001,AQS
11/22/03,66,,Allen Park,26-163-0001,AQS
11/23/03,70,,Port Huron,26-147-0005,AQS
11/25/03,49,,,26-163-0016,AQS
11/26/03,86,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/27/03,76,,Allen Park,26-163-0001,AQS
11/28/03,62,,Allen Park,26-163-0001,AQS
11/29/03,56,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/30/03,33,,,26-163-0016,AQS
12/1/03,15,,Allen Park,26-163-0001,AQS
12/2/03,29,,Southwestern H.S.,26-163-0015,AQS
12/3/03,70,,,26-163-0016,AQS
12/4/03,58,,,26-163-0016,AQS
12/5/03,72,,Port Huron,26-147-0005,AQS
12/6/03,58,,Allen Park,26-163-0001,AQS
12/7/03,52,,,26-163-0016,AQS
12/8/03,98,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/9/03,95,,,26-163-0016,AQS
12/10/03,83,,,26-163-0016,AQS
12/11/03,76,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/12/03,39,,Allen Park,26-163-0001,AQS
12/13/03,43,,Allen Park,26-163-0001,AQS
12/14/03,70,,Allen Park,26-163-0001,AQS
12/15/03,74,,Allen Park,26-163-0001,AQS
12/16/03,63,,,26-163-0016,AQS
12/17/03,67,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/18/03,36,,Allen Park,26-163-0001,AQS
12/19/03,52,,Allen Park,26-163-0001,AQS
12/20/03,49,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/21/03,58,,,26-163-0016,AQS
12/22/03,55,,Allen Park,26-163-0001,AQS
12/23/03,69,,Southwestern H.S.,26-163-0015,AQS
12/24/03,42,,Allen Park,26-163-0001,AQS
12/25/03,32,,Allen Park,26-163-0001,AQS
12/26/03,56,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/27/03,85,,,26-163-0016,AQS
12/28/03,70,,,26-163-0016,AQS
12/29/03,93,,Southwestern H.S.,26-163-0015,AQS
12/30/03,56,,,26-163-0016,AQS
12/31/03,34,,,26-163-0016,AQS
1/1/04,71,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/2/04,88,,,26-163-0016,AQS
1/3/04,58,,,26-163-0016,AQS
1/4/04,71,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/5/04,27,,Allen Park,26-163-0001,AQS
1/6/04,30,,Allen Park,26-163-0001,AQS
1/7/04,68,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/8/04,77,,Allen Park,26-163-0001,AQS
1/9/04,40,,Allen Park,26-163-0001,AQS
1/10/04,82,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/11/04,72,,,26-163-0016,AQS
1/12/04,89,,,26-163-0016,AQS
1/13/04,54,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/14/04,54,,,26-163-0016,AQS
1/15/04,28,,Allen Park,26-163-0001,AQS
1/16/04,119,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/17/04,66,,Allen Park,26-163-0001,AQS
1/18/04,40,,Allen Park,26-163-0001,AQS
1/19/04,16,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/20/04,39,,Allen Park,26-163-0001,AQS
1/21/04,80,,Allen Park,26-163-0001,AQS
1/22/04,53,,,26-163-9901,AQS
1/23/04,56,,Allen Park,26-163-0001,AQS
1/24/04,59,,Allen Park,26-163-0001,AQS
1/25/04,75,,Allen Park,26-163-0001,AQS
1/26/04,50,,,26-163-0016,AQS
1/27/04,52,,,26-163-0016,AQS
1/28/04,64,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/29/04,28,,,26-163-0016,AQS
1/30/04,33,,,26-163-0016,AQS
1/31/04,87,,92 FEET FROM WHE STREET,26-163-0036,AQS
2/1/04,84,,,26-163-0016,AQS
2/2/04,59,,,26-163-0016,AQS
2/3/04,80,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
2/4/04,44,,,26-163-0016,AQS
2/5/04,53,,,26-163-0016,AQS
2/6/04,93,,92 FEET FROM WHE STREET,26-163-0036,AQS
2/9/04,81,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
2/10/04,57,,,26-163-0016,AQS
2/11/04,66,,Allen Park,26-163-0001,AQS
2/12/04,84,,92 FEET FROM WHE STREET,26-163-0036,AQS
2/13/04,64,,Allen Park,26-163-0001,AQS
2/14/04,64,,Allen Park,26-163-0001,AQS
2/15/04,67,,Port Huron,26-147-0005,AQS
2/16/04,47,,Allen Park,26-163-0001,AQS
2/17/04,68,,Allen Park,26-163-0001,AQS
2/18/04,115,,,26-163-0016,AQS
2/19/04,136,,,26-163-0016,AQS
2/20/04,93,,,26-163-0016,AQS
2/21/04,48,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
2/22/04,49,,Allen Park,26-163-0001,AQS
2/23/04,62,,Allen Park,26-163-0001,AQS
2/24/04,53,,Allen Park,26-163-0001,AQS
2/25/04,65,,Allen Park,26-163-0001,AQS
2/26/04,71,,Allen Park,26-163-0001,AQS
2/27/04,69,,New Haven,26-099-0009,AQS
2/28/04,73,,Allen Park,26-163-0001,AQS
2/29/04,88,,Allen Park,26-163-0001,AQS
3/1/04,77,,Port Huron,26-147-0005,AQS
3/2/04,46,,Allen Park,26-163-0001,AQS
3/3/04,73,,,26-163-0016,AQS
3/4/04,109,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/5/04,38,,,26-163-0016,AQS
3/6/04,26,,Allen Park,26-163-0001,AQS
3/7/04,52,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/8/04,27,,Allen Park,26-163-0001,AQS
3/9/04,53,,Allen Park,26-163-0001,AQS
3/10/04,85,,,26-163-9901,AQS
3/11/04,63,,,26-163-0016,AQS
3/12/04,25,,Allen Park,26-163-0001,AQS
3/13/04,38,,Southwestern H.S.,26-163-0015,AQS
3/14/04,59,,Allen Park,26-163-0001,AQS
3/15/04,26,,Allen Park,26-163-0001,AQS
3/16/04,50,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/17/04,58,,Allen Park,26-163-0001,AQS
3/18/04,74,,Allen Park,26-163-0001,AQS
3/19/04,81,,Oak Park,26-125-0001,AQS
3/20/04,65,,,26-163-0016,AQS
3/21/04,19,,Allen Park,26-163-0001,AQS
3/22/04,54,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/23/04,59,,,26-163-0016,AQS
3/24/04,84,,,26-163-0016,AQS
3/25/04,90,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/26/04,68,,Allen Park,26-163-0001,AQS
3/27/04,55,,Allen Park,26-163-0001,AQS
3/28/04,58,,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
3/29/04,38,,Allen Park,26-163-0001,AQS
3/30/04,41,,Allen Park,26-163-0001,AQS
3/31/04,27,,92 FEET FROM WHE STREET,26-163-0036,AQS
4/1/04,34,,Allen Park,26-163-0001,AQS
4/2/04,28,,Allen Park,26-163-0001,AQS
4/3/04,31,,Allen Park,26-163-0001,AQS
4/4/04,15,,Allen Park,26-163-0001,AQS
4/5/04,19,,Allen Park,26-163-0001,AQS
4/6/04,80,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
4/7/04,86,,Allen Park,26-163-0001,AQS
4/8/04,60,,,26-163-0016,AQS
4/9/04,71,,,26-163-9901,AQS
4/10/04,27,,Allen Park,26-163-0001,AQS
4/11/04,18,,,26-163-0016,AQS
4/12/04,49,,92 FEET FROM WHE STREET,26-163-0036,AQS
4/13/04,51,,Allen Park,26-163-0001,AQS
4/14/04,31,,Allen Park,26-163-0001,AQS
4/15/04,51,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
4/16/04,60,,,26-163-0016,AQS
4/17/04,81,,,26-163-0016,AQS
4/18/04,105,,East 7 Mile,26-163-0019,AQS
4/19/04,35,,Allen Park,26-163-0001,AQS
4/20/04,34,,,26-163-0016,AQS
4/21/04,78,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
4/22/04,28,,92 FEET FROM WHE STREET,26-163-0036,AQS
4/23/04,55,,Allen Park,26-163-0001,AQS
4/24/04,83,,Southwestern H.S.,26-163-0015,AQS
4/25/04,52,,92 FEET FROM WHE STREET,26-163-0036,AQS
4/26/04,23,,Allen Park,26-163-0001,AQS
4/27/04,53,,Southwestern H.S.,26-163-0015,AQS
4/28/04,35,,,26-163-0016,AQS
4/29/04,50,,,26-163-0016,AQS
4/30/04,94,,Southwestern H.S.,26-163-0015,AQS
5/1/04,49,,Allen Park,26-163-0001,AQS
5/2/04,20,,Allen Park,26-163-0001,AQS
5/3/04,38,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/4/04,45,,Allen Park,26-163-0001,AQS
5/5/04,32,,Allen Park,26-163-0001,AQS
5/6/04,66,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/7/04,30,,Allen Park,26-163-0001,AQS
5/8/04,42,,,26-163-0016,AQS
5/9/04,80,,Port Huron,26-147-0005,AQS
5/10/04,57,,,26-163-0016,AQS
5/11/04,52,,Allen Park,26-163-0001,AQS
5/12/04,95,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/13/04,91,,,26-163-0016,AQS
5/14/04,56,,Allen Park,26-163-0001,AQS
5/15/04,35,,Allen Park,26-163-0001,AQS
5/16/04,47,,Allen Park,26-163-0001,AQS
5/17/04,68,,Allen Park,26-163-0001,AQS
5/18/04,57,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/19/04,49,,Allen Park,26-163-0001,AQS
5/20/04,72,,,26-163-0016,AQS
5/21/04,52,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/22/04,59,,,26-163-0016,AQS
5/23/04,56,,,26-163-0016,AQS
5/24/04,46,,Southwestern H.S.,26-163-0015,AQS
5/25/04,56,,,26-163-0016,AQS
5/26/04,51,,Allen Park,26-163-0001,AQS
5/27/04,76,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/28/04,35,,Allen Park,26-163-0001,AQS
5/29/04,34,,,26-163-0016,AQS
5/30/04,48,,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
5/31/04,42,,,26-163-0016,AQS
6/1/04,20,,Allen Park,26-163-0001,AQS
6/2/04,83,,,26-163-9901,AQS
6/3/04,36,,Allen Park,26-163-0001,AQS
6/4/04,38,,Allen Park,26-163-0001,AQS
6/5/04,61,,Allen Park,26-163-0001,AQS
6/6/04,79,,,26-163-0016,AQS
6/7/04,109,,,26-163-0016,AQS
6/8/04,131,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/9/04,63,,,26-163-0016,AQS
6/10/04,46,,Allen Park,26-163-0001,AQS
6/11/04,32,,Port Huron,26-147-0005,AQS
6/12/04,38,,Allen Park,26-163-0001,AQS
6/13/04,64,,Allen Park,26-163-0001,AQS
6/14/04,80,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/15/04,54,,Allen Park,26-163-0001,AQS
6/16/04,63,,Allen Park,26-163-0001,AQS
6/17/04,84,,Port Huron,26-147-0005,AQS
6/18/04,54,,Allen Park,26-163-0001,AQS
6/19/04,19,,Allen Park,26-163-0001,AQS
6/20/04,75,,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
6/21/04,55,,,26-163-0016,AQS
6/22/04,43,,,26-163-0016,AQS
6/23/04,58,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/24/04,41,,Allen Park,26-163-0001,AQS
6/25/04,40,,Allen Park,26-163-0001,AQS
6/26/04,45,,Allen Park,26-163-0001,AQS
6/27/04,34,,,26-163-0016,AQS
6/28/04,34,,Allen Park,26-163-0001,AQS
6/29/04,54,,Southwestern H.S.,26-163-0015,AQS
6/30/04,56,,,26-163-0016,AQS
7/1/04,61,,Allen Park,26-163-0001,AQS
7/2/04,59,,,26-163-9901,AQS
7/3/04,59,,Allen Park,26-163-0001,AQS
7/4/04,72,,,26-163-0016,AQS
7/5/04,45,,Southwestern H.S.,26-163-0015,AQS
7/6/04,52,,,26-163-0016,AQS
7/7/04,35,,Allen Park,26-163-0001,AQS
7/8/04,41,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/9/04,40,,Allen Park,26-163-0001,AQS
7/10/04,64,,Allen Park,26-163-0001,AQS
7/11/04,80,,Oak Park,26-125-0001,AQS
7/12/04,65,,Allen Park,26-163-0001,AQS
7/13/04,78,,,26-163-0016,AQS
7/14/04,34,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/15/04,57,,Allen Park,26-163-0001,AQS
7/16/04,63,,Allen Park,26-163-0001,AQS
7/17/04,62,,Allen Park,26-163-0001,AQS
7/18/04,60,,Allen Park,26-163-0001,AQS
7/19/04,64,,Allen Park,26-163-0001,AQS
7/20/04,132,,,26-163-9901,AQS
7/21/04,105,,Allen Park,26-163-0001,AQS
7/22/04,46,,Allen Park,26-163-0001,AQS
7/23/04,21,,Allen Park,26-163-0001,AQS
7/24/04,29,,Allen Park,26-163-0001,AQS
7/25/04,33,,Allen Park,26-163-0001,AQS
7/26/04,52,,Allen Park,26-163-0001,AQS
7/27/04,36,,Allen Park,26-163-0001,AQS
7/28/04,59,,Allen Park,26-163-0001,AQS
7/29/04,81,,Port Huron,26-147-0005,AQS
7/30/04,111,,Allen Park,26-163-0001,AQS
7/31/04,75,,,26-163-0016,AQS
8/1/04,65,,,26-163-9901,AQS
