ad_viz_tile_data
Date, AQI Value,Main Pollutant,Site Name,Site ID,Source
06/16/1983,202,Ozone,Port Huron,26-147-0005,AQS
06/17/1983,100,Ozone,Oak Park,26-125-0001,AQS
06/18/1983,100,Ozone,Allen Park,26-163-0001,AQS
06/19/1983,45,NO2,East 7 Mile,26-163-0019,AQS
06/20/1983,115,Ozone,,26-163-2002,AQS
06/21/1983,87,Ozone,Port Huron,26-147-0005,AQS
06/22/1983,136,Ozone,,26-163-0016,AQS
06/23/1983,192,Ozone,East 7 Mile,26-163-0019,AQS
06/24/1983,71,Ozone,Oak Park,26-125-0001,AQS
06/25/1983,93,Ozone,Oak Park,26-125-0001,AQS
06/26/1983,214,Ozone,East 7 Mile,26-163-0019,AQS
06/27/1983,219,Ozone,East 7 Mile,26-163-0019,AQS
06/28/1983,39,Ozone,East 7 Mile,26-163-0019,AQS
06/29/1983,54,Ozone,Allen Park,26-163-0001,AQS
06/30/1983,60,NO2,,26-163-0016,AQS
07/01/1983,93,Ozone,Port Huron,26-147-0005,AQS
07/02/1983,150,Ozone,Port Huron,26-147-0005,AQS
07/03/1983,119,Ozone,Port Huron,26-147-0005,AQS
07/04/1983,39,Ozone,,26-163-0016,AQS
07/05/1983,53,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
07/06/1983,52,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
07/07/1983,136,Ozone,Port Huron,26-147-0005,AQS
07/08/1983,143,Ozone,Port Huron,26-147-0005,AQS
07/09/1983,100,Ozone,,26-163-0016,AQS
07/10/1983,71,Ozone,,26-163-2002,AQS
07/11/1983,147,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
07/12/1983,115,Ozone,,26-163-0016,AQS
07/13/1983,156,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
07/14/1983,185,Ozone,Port Huron,26-147-0005,AQS
07/15/1983,204,Ozone,Oak Park,26-125-0001,AQS
07/16/1983,172,Ozone,Oak Park,26-125-0001,AQS
07/17/1983,54,Ozone,Oak Park,26-125-0001,AQS
07/18/1983,84,Ozone,East 7 Mile,26-163-0019,AQS
07/19/1983,202,Ozone,Port Huron,26-147-0005,AQS
07/20/1983,93,Ozone,Port Huron,26-147-0005,AQS
07/21/1983,58,Ozone,East 7 Mile,26-163-0019,AQS
07/22/1983,67,Ozone,Oak Park,26-125-0001,AQS
07/23/1983,136,Ozone,East 7 Mile,26-163-0019,AQS
07/24/1983,39,Ozone,,26-163-2002,AQS
07/25/1983,38,Ozone,Allen Park,26-163-0001,AQS
07/26/1983,77,NO2,,26-163-0016,AQS
07/27/1983,206,Ozone,Port Huron,26-147-0005,AQS
07/28/1983,90,Ozone,Port Huron,26-147-0005,AQS
07/29/1983,60,NO2,,26-163-0016,AQS
07/30/1983,51,CO,,26-163-0021,AQS
07/31/1983,57,CO,,26-163-0021,AQS
08/01/1983,41,Ozone,East 7 Mile,26-163-0019,AQS
08/02/1983,93,Ozone,,26-163-2002,AQS
08/03/1983,166,Ozone,Port Huron,26-147-0005,AQS
08/04/1983,74,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
08/05/1983,64,Ozone,Port Huron,26-147-0005,AQS
08/06/1983,97,Ozone,Allen Park,26-163-0001,AQS
08/07/1983,60,NO2,,26-163-0016,AQS
08/08/1983,108,Ozone,,26-163-2002,AQS
08/09/1983,28,Ozone,,26-163-2002,AQS
08/10/1983,66,CO,,26-163-0021,AQS
08/11/1983,51,NO2,Allen Park,26-163-0001,AQS
08/12/1983,28,Ozone,,26-163-2002,AQS
08/13/1983,97,Ozone,Oak Park,26-125-0001,AQS
08/14/1983,108,Ozone,Oak Park,26-125-0001,AQS
08/15/1983,136,Ozone,East 7 Mile,26-163-0019,AQS
08/16/1983,214,Ozone,Oak Park,26-125-0001,AQS
08/17/1983,126,Ozone,Port Huron,26-147-0005,AQS
08/18/1983,80,Ozone,Port Huron,26-147-0005,AQS
08/19/1983,208,Ozone,Port Huron,26-147-0005,AQS
08/20/1983,84,Ozone,East 7 Mile,26-163-0019,AQS
08/21/1983,61,Ozone,,26-163-2002,AQS
08/22/1983,48,Ozone,Oak Park,26-125-0001,AQS
08/23/1983,54,Ozone,,26-163-2002,AQS
08/24/1983,93,Ozone,,26-163-2002,AQS
08/25/1983,177,Ozone,Oak Park,26-125-0001,AQS
08/26/1983,150,Ozone,,26-163-0016,AQS
08/27/1983,136,Ozone,,26-163-0016,AQS
08/28/1983,61,Ozone,,26-163-0016,AQS
08/29/1983,159,Ozone,Oak Park,26-125-0001,AQS
08/30/1983,51,NO2,,26-163-0016,AQS
08/31/1983,39,NO2,,26-163-0016,AQS
09/01/1983,47,Ozone,East 7 Mile,26-163-0019,AQS
09/02/1983,119,Ozone,East 7 Mile,26-163-0019,AQS
09/03/1983,203,Ozone,Port Huron,26-147-0005,AQS
09/04/1983,185,Ozone,Port Huron,26-147-0005,AQS
09/05/1983,84,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
09/06/1983,51,Ozone,,26-163-2002,AQS
09/07/1983,50,NO2,,26-163-0016,AQS
09/08/1983,122,Ozone,East 7 Mile,26-163-0019,AQS
09/09/1983,203,Ozone,Port Huron,26-147-0005,AQS
09/10/1983,74,Ozone,Port Huron,26-147-0005,AQS
09/11/1983,44,Ozone,,26-163-0016,AQS
09/12/1983,39,CO,,26-163-0021,AQS
09/13/1983,68,CO,Allen Park,26-163-0001,AQS
09/14/1983,29,Ozone,,26-163-0016,AQS
09/15/1983,59,CO,,26-163-0021,AQS
09/16/1983,39,NO2,,26-163-0016,AQS
09/17/1983,44,NO2,,26-163-0016,AQS
09/18/1983,64,Ozone,Port Huron,26-147-0005,AQS
09/19/1983,71,Ozone,New Haven,26-099-0009,AQS
09/20/1983,42,NO2,,26-163-0016,AQS
09/21/1983,22,Ozone,Port Huron,26-147-0005,AQS
09/22/1983,28,NO2,,26-163-0016,AQS
09/23/1983,26,NO2,,26-163-0016,AQS
09/24/1983,45,NO2,,26-163-0016,AQS
09/25/1983,46,NO2,,26-163-0016,AQS
09/26/1983,47,Ozone,Port Huron,26-147-0005,AQS
09/27/1983,100,Ozone,New Haven,26-099-0009,AQS
09/28/1983,84,Ozone,New Haven,26-099-0009,AQS
09/29/1983,57,NO2,,26-163-0016,AQS
09/30/1983,126,Ozone,New Haven,26-099-0009,AQS
10/01/1983,42,NO2,,26-163-0016,AQS
10/02/1983,78,NO2,,26-163-0016,AQS
10/03/1983,101,Ozone,Port Huron,26-147-0005,AQS
10/04/1983,51,NO2,,26-163-0016,AQS
10/05/1983,31,NO2,,26-163-0016,AQS
10/06/1983,35,NO2,,26-163-0016,AQS
10/07/1983,45,NO2,,26-163-0016,AQS
10/08/1983,42,NO2,,26-163-0016,AQS
10/09/1983,25,NO2,,26-163-0016,AQS
10/10/1983,35,NO2,,26-163-0016,AQS
10/11/1983,41,CO,,26-163-0021,AQS
10/12/1983,42,CO,,26-163-0021,AQS
10/13/1983,25,CO,,26-163-0021,AQS
10/14/1983,27,NO2,,26-163-0016,AQS
10/15/1983,44,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
10/16/1983,60,NO2,,26-163-0016,AQS
10/17/1983,39,NO2,,26-163-0016,AQS
10/18/1983,70,NO2,,26-163-0016,AQS
10/19/1983,68,CO,,26-163-0014,AQS
10/20/1983,35,NO2,,26-163-0016,AQS
10/21/1983,36,NO2,,26-163-0016,AQS
10/22/1983,36,NO2,,26-163-0016,AQS
10/23/1983,28,CO,,26-163-0021,AQS
10/24/1983,41,CO,,26-163-0021,AQS
10/25/1983,42,NO2,,26-163-0016,AQS
10/26/1983,35,NO2,Allen Park,26-163-0001,AQS
10/27/1983,50,CO,,26-163-0014,AQS
10/28/1983,42,Ozone,Port Huron,26-147-0005,AQS
10/29/1983,28,Ozone,Port Huron,26-147-0005,AQS
10/30/1983,85,CO,,26-163-0014,AQS
10/31/1983,77,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
11/01/1983,50,CO,,26-163-0021,AQS
11/02/1983,77,CO,,26-163-0021,AQS
11/03/1983,44,CO,,26-163-0021,AQS
11/04/1983,61,CO,,26-163-0014,AQS
11/05/1983,28,NO2,Allen Park,26-163-0001,AQS
11/06/1983,46,NO2,Allen Park,26-163-0001,AQS
11/07/1983,36,NO2,Allen Park,26-163-0001,AQS
11/08/1983,56,CO,,26-163-2002,AQS
11/09/1983,86,CO,Oak Park,26-125-0001,AQS
11/10/1983,53,CO,,26-163-0014,AQS
11/11/1983,95,CO,,26-163-0014,AQS
11/12/1983,94,CO,,26-163-0014,AQS
11/13/1983,86,CO,,26-163-0014,AQS
11/14/1983,66,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
11/15/1983,33,NO2,Allen Park,26-163-0001,AQS
11/16/1983,31,CO,,26-163-0021,AQS
11/17/1983,42,NO2,Allen Park,26-163-0001,AQS
11/18/1983,63,CO,,26-163-0021,AQS
11/19/1983,96,CO,,26-163-0014,AQS
11/20/1983,27,NO2,,26-163-0016,AQS
11/21/1983,37,NO2,Allen Park,26-163-0001,AQS
11/22/1983,62,CO,,26-163-0021,AQS
11/23/1983,45,CO,,26-163-0021,AQS
11/24/1983,23,Ozone,,26-163-2002,AQS
11/25/1983,33,NO2,,26-163-0016,AQS
11/26/1983,35,NO2,Allen Park,26-163-0001,AQS
11/27/1983,34,NO2,Allen Park,26-163-0001,AQS
11/28/1983,49,CO,,26-163-0021,AQS
11/29/1983,34,CO,,26-163-0021,AQS
11/30/1983,28,NO2,,26-163-0016,AQS
12/01/1983,34,NO2,,26-163-0016,AQS
12/02/1983,44,CO,,26-163-0021,AQS
12/03/1983,37,NO2,,26-163-0016,AQS
12/04/1983,28,NO2,,26-163-0016,AQS
12/05/1983,52,CO,,26-163-0021,AQS
12/06/1983,45,CO,,26-163-0021,AQS
12/07/1983,43,NO2,Allen Park,26-163-0001,AQS
12/08/1983,94,NO2,Allen Park,26-163-0001,AQS
12/09/1983,68,CO,,26-163-0021,AQS
12/10/1983,77,NO2,,26-163-0016,AQS
12/11/1983,44,NO2,,26-163-0016,AQS
12/12/1983,38,CO,,26-163-0021,AQS
12/13/1983,37,NO2,,26-163-0016,AQS
12/14/1983,60,CO,,26-163-0021,AQS
12/15/1983,45,NO2,,26-163-0016,AQS
12/16/1983,33,NO2,,26-163-0016,AQS
12/17/1983,27,NO2,,26-163-0016,AQS
12/18/1983,27,Ozone,,26-163-2002,AQS
12/19/1983,52,NO2,,26-163-0016,AQS
12/20/1983,33,NO2,,26-163-0016,AQS
12/21/1983,68,CO,,26-163-0021,AQS
12/22/1983,53,CO,,26-163-0021,AQS
12/23/1983,31,NO2,,26-163-0016,AQS
12/24/1983,19,Ozone,Allen Park,26-163-0001,AQS
12/25/1983,28,NO2,,26-163-0016,AQS
12/26/1983,27,Ozone,East 7 Mile,26-163-0019,AQS
12/27/1983,42,NO2,,26-163-0016,AQS
12/28/1983,42,NO2,Allen Park,26-163-0001,AQS
12/29/1983,42,NO2,,26-163-0016,AQS
12/30/1983,46,NO2,,26-163-0016,AQS
12/31/1983,45,NO2,,26-163-0016,AQS
01/01/1984,56,CO,,26-163-0021,AQS
01/02/1984,42,NO2,,26-163-0016,AQS
01/03/1984,31,NO2,Allen Park,26-163-0001,AQS
01/04/1984,50,NO2,Allen Park,26-163-0001,AQS
01/05/1984,43,NO2,,26-163-0016,AQS
01/06/1984,33,NO2,Allen Park,26-163-0001,AQS
01/07/1984,54,CO,,26-163-0021,AQS
01/08/1984,45,CO,,26-163-0021,AQS
01/09/1984,38,NO2,Allen Park,26-163-0001,AQS
01/10/1984,36,CO,,26-163-0021,AQS
01/11/1984,55,NO2,Allen Park,26-163-0001,AQS
01/12/1984,42,CO,,26-163-0021,AQS
01/13/1984,76,CO,,26-163-0021,AQS
01/14/1984,55,CO,,26-163-0021,AQS
01/15/1984,42,NO2,,26-163-0016,AQS
01/16/1984,84,CO,Allen Park,26-163-0001,AQS
01/17/1984,42,NO2,,26-163-0016,AQS
01/18/1984,52,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
01/19/1984,61,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
01/20/1984,38,NO2,,26-163-0016,AQS
01/21/1984,36,NO2,,26-163-0016,AQS
01/22/1984,49,NO2,,26-163-0016,AQS
01/23/1984,78,CO,,26-163-0021,AQS
01/24/1984,43,NO2,,26-163-0016,AQS
01/25/1984,50,NO2,,26-163-0016,AQS
01/26/1984,45,CO,,26-163-0021,AQS
01/27/1984,41,NO2,,26-163-0016,AQS
01/28/1984,47,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
01/29/1984,35,NO2,,26-163-0016,AQS
01/30/1984,39,NO2,,26-163-0016,AQS
01/31/1984,54,NO2,,26-163-0016,AQS
02/01/1984,65,NO2,East 7 Mile,26-163-0019,AQS
02/02/1984,75,CO,Oak Park,26-125-0001,AQS
02/03/1984,49,NO2,East 7 Mile,26-163-0019,AQS
02/04/1984,37,NO2,East 7 Mile,26-163-0019,AQS
02/05/1984,24,Ozone,,26-163-0016,AQS
02/06/1984,52,NO2,East 7 Mile,26-163-0019,AQS
02/07/1984,53,NO2,East 7 Mile,26-163-0019,AQS
02/08/1984,55,NO2,,26-163-0016,AQS
02/09/1984,71,NO2,Allen Park,26-163-0001,AQS
02/10/1984,140,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
02/11/1984,50,NO2,,26-163-0016,AQS
02/12/1984,47,CO,,26-163-0021,AQS
02/13/1984,50,NO2,Allen Park,26-163-0001,AQS
02/14/1984,73,CO,,26-163-0014,AQS
02/15/1984,142,CO,,26-163-0014,AQS
02/16/1984,43,NO2,,26-163-0016,AQS
02/17/1984,51,CO,,26-163-0021,AQS
02/18/1984,42,NO2,East 7 Mile,26-163-0019,AQS
02/19/1984,36,NO2,,26-163-0016,AQS
02/20/1984,36,NO2,,26-163-0016,AQS
02/21/1984,52,NO2,East 7 Mile,26-163-0019,AQS
02/22/1984,52,NO2,,26-163-0016,AQS
02/23/1984,65,NO2,,26-163-0016,AQS
02/24/1984,49,NO2,,26-163-0016,AQS
02/25/1984,42,NO2,Allen Park,26-163-0001,AQS
02/26/1984,34,NO2,Allen Park,26-163-0001,AQS
02/27/1984,33,NO2,,26-163-0016,AQS
02/28/1984,29,Ozone,East 7 Mile,26-163-0019,AQS
02/29/1984,28,Ozone,East 7 Mile,26-163-0019,AQS
03/01/1984,33,NO2,,26-163-0016,AQS
03/02/1984,39,NO2,,26-163-0016,AQS
03/03/1984,42,NO2,,26-163-0016,AQS
03/04/1984,47,NO2,,26-163-0016,AQS
03/05/1984,83,NO2,Allen Park,26-163-0001,AQS
03/06/1984,101,NO2,Allen Park,26-163-0001,AQS
03/07/1984,32,CO,,26-163-0021,AQS
03/08/1984,22,Ozone,East 7 Mile,26-163-0019,AQS
03/09/1984,39,CO,,26-163-0021,AQS
03/10/1984,40,Ozone,East 7 Mile,26-163-0019,AQS
03/11/1984,31,Ozone,East 7 Mile,26-163-0019,AQS
03/12/1984,54,CO,,26-163-0021,AQS
03/13/1984,42,NO2,,26-163-0016,AQS
03/14/1984,64,NO2,,26-163-0016,AQS
03/15/1984,60,NO2,,26-163-0016,AQS
03/16/1984,44,NO2,,26-163-0016,AQS
03/17/1984,34,Ozone,,26-163-0016,AQS
03/18/1984,35,NO2,Allen Park,26-163-0001,AQS
03/19/1984,35,NO2,Allen Park,26-163-0001,AQS
03/20/1984,50,CO,,26-163-0021,AQS
03/21/1984,51,NO2,,26-163-0016,AQS
03/22/1984,34,Ozone,,26-163-2002,AQS
03/23/1984,72,NO2,Allen Park,26-163-0001,AQS
03/24/1984,58,NO2,,26-163-0016,AQS
03/25/1984,50,NO2,,26-163-0016,AQS
03/26/1984,41,NO2,Allen Park,26-163-0001,AQS
03/27/1984,45,NO2,Allen Park,26-163-0001,AQS
03/28/1984,38,NO2,Allen Park,26-163-0001,AQS
03/29/1984,33,Ozone,,26-163-2002,AQS
03/30/1984,41,NO2,,26-163-0016,AQS
03/31/1984,51,NO2,,26-163-0016,AQS
04/01/1984,60,NO2,,26-163-0016,AQS
04/02/1984,70,NO2,,26-163-0016,AQS
04/03/1984,57,NO2,Allen Park,26-163-0001,AQS
04/04/1984,49,NO2,Allen Park,26-163-0001,AQS
04/05/1984,47,CO,,26-163-0021,AQS
04/06/1984,38,CO,,26-163-0021,AQS
04/07/1984,49,NO2,Allen Park,26-163-0001,AQS
04/08/1984,50,NO2,Allen Park,26-163-0001,AQS
04/09/1984,35,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
04/10/1984,37,Ozone,Port Huron,26-147-0005,AQS
04/11/1984,60,NO2,Allen Park,26-163-0001,AQS
04/12/1984,53,NO2,Allen Park,26-163-0001,AQS
04/13/1984,50,NO2,Allen Park,26-163-0001,AQS
04/14/1984,55,NO2,Allen Park,26-163-0001,AQS
04/15/1984,38,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
04/16/1984,32,Ozone,Port Huron,26-147-0005,AQS
04/17/1984,43,NO2,,26-163-0016,AQS
04/18/1984,55,NO2,Allen Park,26-163-0001,AQS
04/19/1984,66,CO,,26-163-0021,AQS
04/20/1984,64,NO2,,26-163-0016,AQS
04/21/1984,49,NO2,,26-163-0016,AQS
04/22/1984,33,Ozone,,26-163-0016,AQS
04/23/1984,67,CO,,26-163-0021,AQS
04/24/1984,33,Ozone,,26-163-2002,AQS
04/25/1984,69,NO2,Allen Park,26-163-0001,AQS
04/26/1984,93,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
04/27/1984,85,CO,,26-163-0021,AQS
04/28/1984,80,CO,,26-163-0021,AQS
04/29/1984,51,NO2,,26-163-0016,AQS
04/30/1984,36,Ozone,East 7 Mile,26-163-0019,AQS
05/01/1984,49,NO2,Allen Park,26-163-0001,AQS
05/02/1984,61,NO2,,26-163-0016,AQS
05/03/1984,38,CO,,26-163-0021,AQS
05/04/1984,38,NO2,,26-163-0016,AQS
05/05/1984,58,NO2,,26-163-0016,AQS
05/06/1984,67,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
05/07/1984,51,CO,,26-163-0021,AQS
05/08/1984,39,NO2,Allen Park,26-163-0001,AQS
05/09/1984,29,NO2,,26-163-0016,AQS
05/10/1984,47,NO2,,26-163-0016,AQS
05/11/1984,53,NO2,,26-163-0016,AQS
05/12/1984,42,Ozone,,26-163-2002,AQS
05/13/1984,37,NO2,,26-163-0016,AQS
05/14/1984,42,NO2,Allen Park,26-163-0001,AQS
05/15/1984,42,NO2,Allen Park,26-163-0001,AQS
05/16/1984,51,Ozone,,26-125-0902,AQS
05/17/1984,57,NO2,,26-163-0016,AQS
05/18/1984,101,Ozone,,26-125-0902,AQS
05/19/1984,45,Ozone,Port Huron,26-147-0005,AQS
05/20/1984,58,NO2,,26-163-0016,AQS
05/21/1984,56,CO,,26-163-0021,AQS
05/22/1984,49,Ozone,Port Huron,26-147-0005,AQS
05/23/1984,42,Ozone,,26-163-2002,AQS
05/24/1984,54,Ozone,,26-125-0902,AQS
05/25/1984,49,Ozone,Port Huron,26-147-0005,AQS
05/26/1984,35,Ozone,Port Huron,26-147-0005,AQS
05/27/1984,41,Ozone,,26-163-2002,AQS
05/28/1984,35,Ozone,Port Huron,26-147-0005,AQS
05/29/1984,29,Ozone,Port Huron,26-147-0005,AQS
05/30/1984,41,NO2,Allen Park,26-163-0001,AQS
05/31/1984,50,Ozone,,26-163-2002,AQS
06/01/1984,156,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
06/02/1984,119,Ozone,,26-163-2002,AQS
06/03/1984,69,NO2,,26-163-0016,AQS
06/04/1984,101,Ozone,Oak Park,26-125-0001,AQS
06/05/1984,112,Ozone,,26-163-2002,AQS
06/06/1984,64,Ozone,Port Huron,26-147-0005,AQS
06/07/1984,61,Ozone,Port Huron,26-147-0005,AQS
06/08/1984,64,Ozone,Port Huron,26-147-0005,AQS
06/09/1984,80,Ozone,East 7 Mile,26-163-0019,AQS
06/10/1984,87,Ozone,Port Huron,26-147-0005,AQS
06/11/1984,74,Ozone,,26-163-2002,AQS
06/12/1984,156,Ozone,Oak Park,26-125-0001,AQS
06/13/1984,100,Ozone,Port Huron,26-147-0005,AQS
06/14/1984,37,NO2,,26-163-0016,AQS
06/15/1984,37,NO2,,26-163-0016,AQS
06/16/1984,112,Ozone,,26-125-0902,AQS
06/17/1984,101,Ozone,,26-163-2002,AQS
06/18/1984,80,Ozone,,26-163-2002,AQS
06/19/1984,119,Ozone,,26-163-2002,AQS
06/20/1984,93,Ozone,,26-163-2002,AQS
06/21/1984,93,Ozone,,26-163-2002,AQS
06/22/1984,105,Ozone,East 7 Mile,26-163-0019,AQS
06/23/1984,100,Ozone,,26-163-2002,AQS
06/24/1984,66,CO,,26-163-0021,AQS
06/25/1984,39,NO2,Allen Park,26-163-0001,AQS
06/26/1984,61,NO2,Allen Park,26-163-0001,AQS
06/27/1984,43,Ozone,,26-163-2002,AQS
06/28/1984,68,NO2,Allen Park,26-163-0001,AQS
06/29/1984,43,CO,,26-163-0021,AQS
06/30/1984,31,Ozone,,26-163-2002,AQS
07/01/1984,46,NO2,,26-163-0016,AQS
07/02/1984,67,CO,,26-163-0021,AQS
07/03/1984,164,Ozone,Port Huron,26-147-0005,AQS
07/04/1984,126,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
07/05/1984,70,NO2,,26-163-0016,AQS
07/06/1984,47,NO2,,26-163-0016,AQS
07/07/1984,36,NO2,,26-163-0016,AQS
07/08/1984,80,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
07/09/1984,54,Ozone,Port Huron,26-147-0005,AQS
07/10/1984,71,Ozone,,26-163-2002,AQS
07/11/1984,43,NO2,Allen Park,26-163-0001,AQS
07/12/1984,77,Ozone,,26-163-2002,AQS
07/13/1984,133,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
07/14/1984,201,Ozone,Port Huron,26-147-0005,AQS
07/15/1984,108,Ozone,Port Huron,26-147-0005,AQS
07/16/1984,44,Ozone,,26-163-2002,AQS
07/17/1984,71,Ozone,East 7 Mile,26-163-0019,AQS
07/18/1984,154,Ozone,East 7 Mile,26-163-0019,AQS
07/19/1984,156,Ozone,East 7 Mile,26-163-0019,AQS
07/20/1984,156,Ozone,Port Huron,26-147-0005,AQS
07/21/1984,185,Ozone,Oak Park,26-125-0001,AQS
07/22/1984,166,Ozone,,26-125-0902,AQS
07/23/1984,147,Ozone,Oak Park,26-125-0001,AQS
07/24/1984,35,Ozone,,26-163-0016,AQS
07/25/1984,101,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
07/26/1984,69,NO2,,26-163-0016,AQS
07/27/1984,38,CO,,26-163-0021,AQS
07/28/1984,37,Ozone,Allen Park,26-163-0001,AQS
07/29/1984,43,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
07/30/1984,133,Ozone,,26-125-0902,AQS
07/31/1984,185,Ozone,Port Huron,26-147-0005,AQS
08/01/1984,87,Ozone,Port Huron,26-147-0005,AQS
08/02/1984,105,Ozone,Port Huron,26-147-0005,AQS
08/03/1984,89,CO,,26-163-0021,AQS
08/04/1984,84,Ozone,East 7 Mile,26-163-0019,AQS
08/05/1984,150,Ozone,Oak Park,26-125-0001,AQS
08/06/1984,147,Ozone,Port Huron,26-147-0005,AQS
08/07/1984,143,Ozone,East 7 Mile,26-163-0019,AQS
08/08/1984,87,Ozone,,26-163-2002,AQS
08/09/1984,115,Ozone,Port Huron,26-147-0005,AQS
08/10/1984,97,Ozone,,26-163-0016,AQS
08/11/1984,36,Ozone,,26-163-2002,AQS
08/12/1984,37,Ozone,,26-163-2002,AQS
08/13/1984,54,NO2,,26-163-0016,AQS
08/14/1984,87,Ozone,East 7 Mile,26-163-0019,AQS
08/15/1984,147,Ozone,,26-163-2002,AQS
08/16/1984,122,Ozone,,26-163-0016,AQS
08/17/1984,51,Ozone,,26-125-0902,AQS
08/18/1984,74,Ozone,,26-163-2002,AQS
08/19/1984,34,Ozone,Port Huron,26-147-0005,AQS
08/20/1984,36,NO2,,26-163-0016,AQS
08/21/1984,84,Ozone,,26-163-2002,AQS
08/22/1984,58,NO2,,26-163-0016,AQS
08/23/1984,27,NO2,,26-163-0016,AQS
08/24/1984,42,NO2,,26-163-0016,AQS
08/25/1984,136,Ozone,East 7 Mile,26-163-0019,AQS
08/26/1984,140,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
08/27/1984,140,Ozone,Port Huron,26-147-0005,AQS
08/28/1984,80,Ozone,,26-163-2002,AQS
08/29/1984,65,NO2,,26-163-0016,AQS
08/30/1984,49,NO2,,26-163-0016,AQS
08/31/1984,37,NO2,,26-163-0016,AQS
09/01/1984,38,NO2,,26-163-0016,AQS
09/02/1984,147,Ozone,Port Huron,26-147-0005,AQS
09/03/1984,25,Ozone,,26-163-2002,AQS
09/04/1984,25,NO2,,26-163-0016,AQS
09/05/1984,27,Ozone,,26-163-2002,AQS
09/06/1984,69,NO2,East 7 Mile,26-163-0019,AQS
09/07/1984,54,CO,,26-163-0021,AQS
09/08/1984,129,Ozone,,26-163-2002,AQS
09/09/1984,45,NO2,,26-163-0016,AQS
09/10/1984,51,NO2,,26-163-0016,AQS
09/11/1984,45,Ozone,,26-163-2002,AQS
09/12/1984,58,CO,,26-163-0021,AQS
09/13/1984,51,NO2,,26-163-0016,AQS
09/14/1984,42,CO,,26-163-0021,AQS
09/15/1984,22,NO2,East 7 Mile,26-163-0019,AQS
09/16/1984,35,NO2,East 7 Mile,26-163-0019,AQS
09/17/1984,68,NO2,East 7 Mile,26-163-0019,AQS
09/18/1984,80,Ozone,Port Huron,26-147-0005,AQS
09/19/1984,72,NO2,East 7 Mile,26-163-0019,AQS
09/20/1984,49,Ozone,,26-163-2002,AQS
09/21/1984,34,CO,,26-163-0021,AQS
09/22/1984,101,Ozone,Port Huron,26-147-0005,AQS
09/23/1984,52,NO2,,26-163-0016,AQS
09/24/1984,42,NO2,,26-163-0016,AQS
09/25/1984,38,NO2,,26-163-0016,AQS
09/26/1984,31,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
09/27/1984,39,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
09/28/1984,49,CO,,26-163-0021,AQS
09/29/1984,32,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
09/30/1984,33,NO2,East 7 Mile,26-163-0019,AQS
10/01/1984,42,NO2,East 7 Mile,26-163-0019,AQS
10/02/1984,88,NO2,East 7 Mile,26-163-0019,AQS
10/03/1984,42,NO2,East 7 Mile,26-163-0019,AQS
10/04/1984,42,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
10/05/1984,65,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
10/06/1984,30,Ozone,Port Huron,26-147-0005,AQS
10/07/1984,38,Ozone,East 7 Mile,26-163-0019,AQS
10/08/1984,55,CO,,26-163-0021,AQS
10/09/1984,66,CO,,26-163-0021,AQS
