Date, AQI Value,Main Pollutant,Site Name,Site ID,Source
04/19/1987,97.0,Ozone,East 7 Mile,26-163-0019,AQS
04/20/1987,80.0,Ozone,East 7 Mile,26-163-0019,AQS
04/21/1987,91.0,PM10,,26-163-0092,AQS
04/22/1987,29.0,NO2,,26-163-0016,AQS
04/23/1987,42.0,PM10,,26-163-0002,AQS
04/24/1987,34.0,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
04/25/1987,40.0,Ozone,,26-163-0016,AQS
04/26/1987,61.0,Ozone,East 7 Mile,26-163-0019,AQS
04/27/1987,68.0,NO2,,26-163-0016,AQS
04/28/1987,33.0,Ozone,Oak Park,26-125-0001,AQS
04/29/1987,70.0,PM10,,26-163-0092,AQS
04/30/1987,63.0,NO2,,26-163-0016,AQS
05/01/1987,54.0,PM10,,26-163-0092,AQS
05/02/1987,49.0,Ozone,East 7 Mile,26-163-0019,AQS
05/03/1987,40.0,Ozone,East 7 Mile,26-163-0019,AQS
05/04/1987,44.0,Ozone,East 7 Mile,26-163-0019,AQS
05/05/1987,60.0,NO2,,26-163-0016,AQS
05/06/1987,80.0,Ozone,Port Huron,26-147-0005,AQS
05/07/1987,44.0,NO2,,26-163-0016,AQS
05/08/1987,64.0,NO2,,26-163-0016,AQS
05/09/1987,87.0,Ozone,East 7 Mile,26-163-0019,AQS
05/10/1987,105.0,Ozone,East 7 Mile,26-163-0019,AQS
05/11/1987,93.0,Ozone,East 7 Mile,26-163-0019,AQS
05/12/1987,33.0,Ozone,,26-163-0016,AQS
05/13/1987,51.0,Ozone,New Haven,26-099-0009,AQS
05/14/1987,80.0,Ozone,Port Huron,26-147-0005,AQS
05/15/1987,59.0,PM10,,26-163-0092,AQS
05/16/1987,61.0,NO2,,26-163-0016,AQS
05/17/1987,166.0,Ozone,East 7 Mile,26-163-0019,AQS
05/18/1987,94.0,NO2,,26-163-0016,AQS
05/19/1987,31.0,Ozone,East 7 Mile,26-163-0019,AQS
05/20/1987,49.0,NO2,,26-163-0016,AQS
05/21/1987,77.0,Ozone,East 7 Mile,26-163-0019,AQS
05/22/1987,106.0,NO2,,26-163-0016,AQS
05/23/1987,20.0,NO2,,26-163-0016,AQS
05/24/1987,27.0,NO2,,26-163-0016,AQS
05/25/1987,38.0,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
05/26/1987,101.0,Ozone,Port Huron,26-147-0005,AQS
05/27/1987,147.0,Ozone,New Haven,26-099-0009,AQS
05/28/1987,179.0,Ozone,New Haven,26-099-0009,AQS
05/29/1987,147.0,Ozone,New Haven,26-099-0009,AQS
05/30/1987,150.0,Ozone,Port Huron,26-147-0005,AQS
05/31/1987,90.0,Ozone,Port Huron,26-147-0005,AQS
06/01/1987,56.0,PM10,,26-163-0002,AQS
06/02/1987,53.0,PM10,,26-163-0002,AQS
06/03/1987,58.0,Ozone,,26-163-0016,AQS
06/04/1987,46.0,NO2,,26-163-0016,AQS
06/05/1987,77.0,Ozone,,26-163-2002,AQS
06/06/1987,51.0,NO2,,26-163-0016,AQS
06/07/1987,150.0,Ozone,East 7 Mile,26-163-0019,AQS
06/08/1987,67.0,PM10,,26-163-0002,AQS
06/09/1987,52.0,PM10,,26-163-0002,AQS
06/10/1987,67.0,Ozone,East 7 Mile,26-163-0019,AQS
06/11/1987,74.0,Ozone,New Haven,26-099-0009,AQS
06/12/1987,71.0,Ozone,Port Huron,26-147-0005,AQS
06/13/1987,154.0,Ozone,East 7 Mile,26-163-0019,AQS
06/14/1987,129.0,Ozone,Port Huron,26-147-0005,AQS
06/15/1987,46.0,Ozone,,26-163-0016,AQS
06/16/1987,115.0,Ozone,East 7 Mile,26-163-0019,AQS
06/17/1987,67.0,Ozone,,26-163-2002,AQS
06/18/1987,105.0,Ozone,,26-163-2002,AQS
06/19/1987,209.0,Ozone,Port Huron,26-147-0005,AQS
06/20/1987,108.0,Ozone,Port Huron,26-147-0005,AQS
06/21/1987,88.0,CO,,26-163-2002,AQS
06/22/1987,89.0,CO,,26-163-2002,AQS
06/23/1987,74.0,Ozone,,26-163-0016,AQS
06/24/1987,112.0,Ozone,Oak Park,26-125-0001,AQS
06/25/1987,154.0,Ozone,New Haven,26-099-0009,AQS
06/26/1987,46.0,Ozone,New Haven,26-099-0009,AQS
06/27/1987,45.0,CO,Yellow Freight,26-163-0027,AQS
06/28/1987,57.0,PM10,,26-163-0002,AQS
06/29/1987,64.0,Ozone,Port Huron,26-147-0005,AQS
06/30/1987,51.0,NO2,,26-163-0016,AQS
07/01/1987,35.0,NO2,,26-163-0016,AQS
07/02/1987,67.0,Ozone,Port Huron,26-147-0005,AQS
07/03/1987,67.0,Ozone,Port Huron,26-147-0005,AQS
07/04/1987,43.0,Ozone,Allen Park,26-163-0001,AQS
07/05/1987,44.0,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
07/06/1987,48.0,Ozone,New Haven,26-099-0009,AQS
07/07/1987,147.0,Ozone,Port Huron,26-147-0005,AQS
07/08/1987,143.0,Ozone,Port Huron,26-147-0005,AQS
07/09/1987,150.0,Ozone,Port Huron,26-147-0005,AQS
07/10/1987,57.0,PM10,,26-163-0002,AQS
07/11/1987,140.0,Ozone,Port Huron,26-147-0005,AQS
07/12/1987,90.0,Ozone,New Haven,26-099-0009,AQS
07/13/1987,100.0,Ozone,Port Huron,26-147-0005,AQS
07/14/1987,29.0,Ozone,,26-163-0016,AQS
07/15/1987,38.0,Ozone,New Haven,26-099-0009,AQS
07/16/1987,74.0,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
07/17/1987,100.0,Ozone,Oak Park,26-125-0001,AQS
07/18/1987,150.0,Ozone,Port Huron,26-147-0005,AQS
07/19/1987,187.0,Ozone,Port Huron,26-147-0005,AQS
07/20/1987,90.0,Ozone,Port Huron,26-147-0005,AQS
07/21/1987,97.0,Ozone,East 7 Mile,26-163-0019,AQS
07/22/1987,190.0,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
07/23/1987,182.0,Ozone,Port Huron,26-147-0005,AQS
07/24/1987,179.0,Ozone,Port Huron,26-147-0005,AQS
07/25/1987,164.0,Ozone,East 7 Mile,26-163-0019,AQS
07/26/1987,46.0,Ozone,Oak Park,26-125-0001,AQS
07/27/1987,58.0,Ozone,,26-163-0016,AQS
07/28/1987,87.0,Ozone,,26-163-0016,AQS
07/29/1987,143.0,Ozone,Oak Park,26-125-0001,AQS
07/30/1987,174.0,Ozone,,26-163-0016,AQS
07/31/1987,67.0,Ozone,Oak Park,26-125-0001,AQS
08/01/1987,54.0,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
08/02/1987,80.0,Ozone,East 7 Mile,26-163-0019,AQS
08/03/1987,108.0,Ozone,,26-163-0016,AQS
08/04/1987,49.0,Ozone,,26-163-0016,AQS
08/05/1987,36.0,CO,,26-163-0021,AQS
08/06/1987,71.0,Ozone,,26-163-0016,AQS
08/07/1987,122.0,Ozone,New Haven,26-099-0009,AQS
08/08/1987,27.0,Ozone,,26-163-0016,AQS
08/09/1987,48.0,PM10,,26-163-0002,AQS
08/10/1987,52.0,PM10,,26-163-0002,AQS
08/11/1987,40.0,Ozone,,26-163-2002,AQS
08/12/1987,105.0,Ozone,,26-163-0016,AQS
08/13/1987,164.0,Ozone,East 7 Mile,26-163-0019,AQS
08/14/1987,105.0,Ozone,New Haven,26-099-0009,AQS
08/15/1987,182.0,Ozone,Port Huron,26-147-0005,AQS
08/16/1987,119.0,Ozone,Port Huron,26-147-0005,AQS
08/17/1987,49.0,PM10,,26-163-0002,AQS
08/18/1987,50.0,CO,Yellow Freight,26-163-0027,AQS
08/19/1987,44.0,Ozone,Port Huron,26-147-0005,AQS
08/20/1987,44.0,PM10,,26-163-0002,AQS
08/21/1987,67.0,Ozone,Port Huron,26-147-0005,AQS
08/22/1987,37.0,Ozone,Port Huron,26-147-0005,AQS
08/23/1987,25.0,Ozone,Oak Park,26-125-0001,AQS
08/24/1987,34.0,Ozone,Port Huron,26-147-0005,AQS
08/25/1987,47.0,PM10,,26-163-0002,AQS
08/26/1987,34.0,CO,,26-163-0021,AQS
08/27/1987,59.0,PM10,Southwestern H.S.,26-163-0015,AQS
08/28/1987,44.0,PM10,,26-163-0002,AQS
08/29/1987,56.0,PM10,Southwestern H.S.,26-163-0015,AQS
08/30/1987,71.0,Ozone,Port Huron,26-147-0005,AQS
08/31/1987,34.0,PM10,,26-163-0002,AQS
09/01/1987,34.0,Ozone,Oak Park,26-125-0001,AQS
09/02/1987,31.0,Ozone,,26-163-0016,AQS
09/03/1987,31.0,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
09/04/1987,58.0,Ozone,,26-163-0016,AQS
09/05/1987,140.0,Ozone,New Haven,26-099-0009,AQS
09/06/1987,41.0,PM10,,26-163-0002,AQS
09/07/1987,67.0,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
09/08/1987,50.0,Ozone,,26-163-0016,AQS
09/09/1987,35.0,Ozone,Port Huron,26-147-0005,AQS
09/10/1987,112.0,Ozone,,26-163-0016,AQS
09/11/1987,55.0,PM10,,26-163-0002,AQS
09/12/1987,68.0,PM10,,26-163-0002,AQS
09/13/1987,33.0,Ozone,Port Huron,26-147-0005,AQS
09/14/1987,37.0,Ozone,New Haven,26-099-0009,AQS
09/15/1987,40.0,CO,,26-163-0014,AQS
09/16/1987,51.0,PM10,,26-163-0002,AQS
09/17/1987,60.0,NO2,,26-163-0016,AQS
09/18/1987,31.0,PM10,,26-163-0002,AQS
09/19/1987,35.0,Ozone,,26-163-0016,AQS
09/20/1987,53.0,CO,Oak Park,26-125-0001,AQS
09/21/1987,45.0,PM10,,26-163-0002,AQS
09/22/1987,38.0,Ozone,Port Huron,26-147-0005,AQS
09/23/1987,41.0,PM10,,26-163-0002,AQS
09/24/1987,41.0,PM10,,26-163-0002,AQS
09/25/1987,37.0,NO2,,26-163-0016,AQS
09/26/1987,58.0,PM10,,26-163-0002,AQS
09/27/1987,90.0,CO,,26-163-0014,AQS
09/28/1987,82.0,PM10,Southwestern H.S.,26-163-0015,AQS
09/29/1987,54.0,PM10,,26-163-0002,AQS
09/30/1987,25.0,Ozone,East 7 Mile,26-163-0019,AQS
10/01/1987,30.0,PM10,,26-163-0002,AQS
10/02/1987,29.0,PM10,,26-163-0002,AQS
10/03/1987,28.0,Ozone,Port Huron,26-147-0005,AQS
10/04/1987,53.0,PM10,,26-163-0002,AQS
10/05/1987,59.0,PM10,,26-163-0002,AQS
10/06/1987,47.0,PM10,,26-163-0002,AQS
10/07/1987,35.0,PM10,,26-163-0002,AQS
10/08/1987,39.0,CO,Yellow Freight,26-163-0027,AQS
10/09/1987,49.0,PM10,,26-163-0002,AQS
10/10/1987,30.0,NO2,East 7 Mile,26-163-0019,AQS
10/11/1987,29.0,NO2,East 7 Mile,26-163-0019,AQS
10/12/1987,44.0,PM10,Allen Park,26-163-0001,AQS
10/13/1987,85.0,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
10/14/1987,70.0,CO,Yellow Freight,26-163-0027,AQS
10/15/1987,74.0,PM10,,26-163-0002,AQS
10/16/1987,71.0,PM10,,26-163-0002,AQS
10/17/1987,43.0,NO2,East 7 Mile,26-163-0019,AQS
10/18/1987,51.0,PM10,,26-163-0002,AQS
10/19/1987,42.0,NO2,East 7 Mile,26-163-0019,AQS
10/20/1987,30.0,NO2,East 7 Mile,26-163-0019,AQS
10/21/1987,35.0,PM10,,26-163-0002,AQS
10/22/1987,32.0,PM10,,26-163-0002,AQS
10/23/1987,47.0,PM10,,26-163-0002,AQS
10/24/1987,125.0,CO,,26-163-0014,AQS
10/25/1987,34.0,CO,Oak Park,26-125-0001,AQS
10/26/1987,89.0,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
10/27/1987,33.0,NO2,East 7 Mile,26-163-0019,AQS
10/28/1987,31.0,NO2,East 7 Mile,26-163-0019,AQS
10/29/1987,51.0,CO,Oak Park,26-125-0001,AQS
10/30/1987,55.0,CO,Oak Park,26-125-0001,AQS
10/31/1987,34.0,NO2,East 7 Mile,26-163-0019,AQS
11/01/1987,22.0,NO2,East 7 Mile,26-163-0019,AQS
11/02/1987,72.0,NO2,East 7 Mile,26-163-0019,AQS
11/03/1987,73.0,PM10,,26-163-0002,AQS
11/04/1987,35.0,NO2,,26-163-0016,AQS
11/05/1987,50.0,PM10,,26-163-0002,AQS
11/06/1987,41.0,PM10,,26-163-0002,AQS
11/07/1987,64.0,PM10,,26-163-0002,AQS
11/08/1987,42.0,NO2,East 7 Mile,26-163-0019,AQS
11/09/1987,35.0,NO2,East 7 Mile,26-163-0019,AQS
11/10/1987,35.0,NO2,East 7 Mile,26-163-0019,AQS
11/11/1987,35.0,NO2,East 7 Mile,26-163-0019,AQS
11/12/1987,71.0,PM10,,26-163-0002,AQS
11/13/1987,61.0,PM10,,26-163-0002,AQS
11/14/1987,39.0,NO2,East 7 Mile,26-163-0019,AQS
11/15/1987,42.0,NO2,East 7 Mile,26-163-0019,AQS
11/16/1987,61.0,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
11/17/1987,45.0,PM10,Southwestern H.S.,26-163-0015,AQS
11/18/1987,29.0,PM10,,26-163-0002,AQS
11/19/1987,42.0,PM10,,26-163-0002,AQS
11/20/1987,30.0,CO,Yellow Freight,26-163-0027,AQS
11/21/1987,37.0,NO2,East 7 Mile,26-163-0019,AQS
11/22/1987,34.0,NO2,East 7 Mile,26-163-0019,AQS
11/23/1987,43.0,PM10,,26-163-0002,AQS
11/24/1987,41.0,CO,,26-163-0021,AQS
11/25/1987,30.0,CO,,26-163-0021,AQS
11/26/1987,22.0,NO2,East 7 Mile,26-163-0019,AQS
11/27/1987,19.0,NO2,East 7 Mile,26-163-0019,AQS
11/28/1987,19.0,NO2,East 7 Mile,26-163-0019,AQS
11/29/1987,30.0,PM10,,26-163-0002,AQS
11/30/1987,34.0,PM10,,26-163-0002,AQS
12/01/1987,20.0,CO,,26-163-0021,AQS
12/02/1987,23.0,PM10,,26-163-0002,AQS
12/03/1987,49.0,CO,,26-163-0021,AQS
12/04/1987,25.0,NO2,East 7 Mile,26-163-0019,AQS
12/05/1987,36.0,NO2,East 7 Mile,26-163-0019,AQS
12/06/1987,44.0,NO2,East 7 Mile,26-163-0019,AQS
12/07/1987,58.0,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
12/08/1987,54.0,PM10,Southwestern H.S.,26-163-0015,AQS
12/09/1987,31.0,CO,Oak Park,26-125-0001,AQS
12/10/1987,28.0,NO2,East 7 Mile,26-163-0019,AQS
12/11/1987,49.0,PM10,Southwestern H.S.,26-163-0015,AQS
12/12/1987,33.0,PM10,,26-163-0002,AQS
12/13/1987,24.0,PM10,,26-163-0002,AQS
12/14/1987,28.0,CO,,26-163-0021,AQS
12/15/1987,47.0,NO2,East 7 Mile,26-163-0019,AQS
12/16/1987,31.0,Ozone,,26-163-2002,AQS
12/17/1987,35.0,NO2,East 7 Mile,26-163-0019,AQS
12/18/1987,68.0,NO2,East 7 Mile,26-163-0019,AQS
12/19/1987,78.0,NO2,East 7 Mile,26-163-0019,AQS
12/20/1987,28.0,CO,,26-163-0021,AQS
12/21/1987,54.0,NO2,East 7 Mile,26-163-0019,AQS
12/22/1987,102.0,NO2,East 7 Mile,26-163-0019,AQS
12/23/1987,52.0,PM10,,26-163-0002,AQS
12/24/1987,39.0,PM10,,26-163-0002,AQS
12/25/1987,24.0,Ozone,,26-163-0016,AQS
12/26/1987,26.0,Ozone,,26-163-0016,AQS
12/27/1987,28.0,PM10,Southwestern H.S.,26-163-0015,AQS
12/28/1987,23.0,Ozone,,26-163-0016,AQS
12/29/1987,38.0,CO,Allen Park,26-163-0001,AQS
12/30/1987,51.0,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
12/31/1987,37.0,PM10,,26-163-0002,AQS
01/01/1988,30.0,Ozone,,26-163-2002,AQS
01/02/1988,43.0,NO2,East 7 Mile,26-163-0019,AQS
01/03/1988,65.0,NO2,East 7 Mile,26-163-0019,AQS
01/04/1988,39.0,PM10,Southwestern H.S.,26-163-0015,AQS
01/05/1988,22.0,CO,,26-163-0021,AQS
01/06/1988,48.0,PM10,,26-163-0002,AQS
01/07/1988,53.0,CO,,26-163-0021,AQS
01/08/1988,64.0,PM10,,26-163-0002,AQS
01/09/1988,45.0,PM10,,26-163-0002,AQS
01/10/1988,37.0,PM10,,26-163-0002,AQS
01/11/1988,49.0,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
01/12/1988,58.0,PM10,,26-163-0002,AQS
01/13/1988,31.0,Ozone,,26-163-2002,AQS
01/14/1988,46.0,NO2,East 7 Mile,26-163-0019,AQS
01/15/1988,54.0,PM10,,26-163-0002,AQS
01/16/1988,68.0,PM10,Southwestern H.S.,26-163-0015,AQS
01/17/1988,41.0,PM10,,26-163-0002,AQS
01/18/1988,71.0,CO,,26-163-0014,AQS
01/19/1988,118.0,CO,,26-163-0014,AQS
01/20/1988,53.0,PM10,,26-163-0002,AQS
01/21/1988,25.0,Ozone,East 7 Mile,26-163-0019,AQS
01/22/1988,35.0,NO2,East 7 Mile,26-163-0019,AQS
01/23/1988,34.0,PM10,,26-163-0002,AQS
01/24/1988,41.0,PM10,,26-163-0002,AQS
01/25/1988,41.0,CO,,26-163-0021,AQS
01/26/1988,44.0,NO2,East 7 Mile,26-163-0019,AQS
01/27/1988,88.0,NO2,East 7 Mile,26-163-0019,AQS
01/28/1988,55.0,PM10,,26-163-0002,AQS
01/29/1988,62.0,NO2,East 7 Mile,26-163-0019,AQS
01/30/1988,53.0,NO2,East 7 Mile,26-163-0019,AQS
01/31/1988,39.0,NO2,,26-163-0016,AQS
02/01/1988,51.0,PM10,Southwestern H.S.,26-163-0015,AQS
02/02/1988,24.0,Ozone,,26-163-0016,AQS
02/03/1988,32.0,PM10,River Rouge,26-163-0005,AQS
02/04/1988,32.0,Ozone,,26-163-0016,AQS
02/05/1988,33.0,Ozone,,26-163-2002,AQS
02/06/1988,52.0,PM10,,26-163-0002,AQS
02/07/1988,41.0,PM10,,26-163-0002,AQS
02/08/1988,60.0,CO,,26-163-0021,AQS
02/09/1988,62.0,PM10,Southwestern H.S.,26-163-0015,AQS
02/10/1988,33.0,NO2,,26-163-0016,AQS
02/11/1988,42.0,NO2,East 7 Mile,26-163-0019,AQS
02/12/1988,36.0,Ozone,,26-163-2002,AQS
02/13/1988,58.0,NO2,East 7 Mile,26-163-0019,AQS
02/14/1988,55.0,NO2,East 7 Mile,26-163-0019,AQS
02/15/1988,40.0,PM10,,26-163-0002,AQS
02/16/1988,39.0,NO2,,26-163-0016,AQS
02/17/1988,57.0,PM10,,26-163-0002,AQS
02/18/1988,45.0,CO,,26-163-0021,AQS
02/19/1988,54.0,CO,Oak Park,26-125-0001,AQS
02/20/1988,36.0,Ozone,,26-163-0016,AQS
02/21/1988,53.0,PM10,,26-163-0002,AQS
02/22/1988,29.0,Ozone,,26-163-2002,AQS
02/23/1988,38.0,Ozone,,26-163-2002,AQS
02/24/1988,33.0,NO2,East 7 Mile,26-163-0019,AQS
02/25/1988,50.0,PM10,,26-163-0002,AQS
02/26/1988,66.0,PM10,,26-163-0002,AQS
02/27/1988,65.0,PM10,,26-163-2002,AQS
02/28/1988,58.0,NO2,East 7 Mile,26-163-0019,AQS
02/29/1988,33.0,Ozone,,26-163-2002,AQS
03/01/1988,44.0,CO,,26-163-0021,AQS
03/02/1988,55.0,PM10,,26-163-0002,AQS
03/03/1988,31.0,Ozone,,26-163-2002,AQS
03/04/1988,46.0,NO2,East 7 Mile,26-163-0019,AQS
03/05/1988,60.0,NO2,East 7 Mile,26-163-0019,AQS
03/06/1988,55.0,NO2,East 7 Mile,26-163-0019,AQS
03/07/1988,43.0,NO2,East 7 Mile,26-163-0019,AQS
03/08/1988,77.0,PM10,Southwestern H.S.,26-163-0015,AQS
03/09/1988,53.0,PM10,,26-163-0002,AQS
03/10/1988,46.0,PM10,Southwestern H.S.,26-163-0015,AQS
03/11/1988,57.0,PM10,,26-163-0002,AQS
03/12/1988,48.0,PM10,,26-163-0002,AQS
03/13/1988,36.0,PM10,,26-163-0002,AQS
03/14/1988,33.0,Ozone,,26-163-2002,AQS
03/15/1988,31.0,PM10,,26-163-0002,AQS
03/16/1988,33.0,Ozone,,26-163-2002,AQS
03/17/1988,45.0,NO2,East 7 Mile,26-163-0019,AQS
03/18/1988,49.0,PM10,,26-163-0002,AQS
03/19/1988,38.0,Ozone,,26-163-2002,AQS
03/20/1988,41.0,Ozone,,26-163-2002,AQS
03/21/1988,37.0,NO2,,26-163-0016,AQS
03/22/1988,37.0,PM10,Southwestern H.S.,26-163-0015,AQS
03/23/1988,90.0,PM10,,26-163-0002,AQS
03/24/1988,57.0,PM10,Southwestern H.S.,26-163-0015,AQS
03/25/1988,59.0,PM10,,26-163-0002,AQS
03/26/1988,55.0,PM10,,26-163-0002,AQS
03/27/1988,31.0,Ozone,,26-163-2002,AQS
03/28/1988,47.0,PM10,,26-163-2002,AQS
03/29/1988,68.0,PM10,,26-163-0002,AQS
03/30/1988,47.0,PM10,,26-163-0002,AQS
03/31/1988,42.0,NO2,,26-163-0016,AQS
04/01/1988,42.0,NO2,,26-163-0016,AQS
04/02/1988,32.0,PM10,,26-163-0002,AQS
04/03/1988,44.0,PM10,,26-163-2002,AQS
04/04/1988,55.0,PM10,,26-163-0002,AQS
04/05/1988,63.0,PM10,,26-163-0002,AQS
04/06/1988,52.0,PM10,,26-163-0002,AQS
04/07/1988,40.0,CO,,26-163-0016,AQS
04/08/1988,32.0,Ozone,,26-163-2002,AQS
04/09/1988,42.0,Ozone,,26-163-2002,AQS
04/10/1988,42.0,Ozone,,26-163-2002,AQS
04/11/1988,40.0,Ozone,,26-163-2002,AQS
04/12/1988,44.0,PM10,Allen Park,26-163-0001,AQS
04/13/1988,64.0,NO2,East 7 Mile,26-163-0019,AQS
04/14/1988,51.0,NO2,East 7 Mile,26-163-0019,AQS
04/15/1988,52.0,PM10,,26-163-2002,AQS
04/16/1988,41.0,Ozone,,26-163-2002,AQS
04/17/1988,74.0,Ozone,Oak Park,26-125-0001,AQS
04/18/1988,41.0,Ozone,,26-163-2002,AQS
04/19/1988,53.0,PM10,,26-163-0002,AQS
04/20/1988,77.0,PM10,,26-163-0002,AQS
04/21/1988,44.0,NO2,East 7 Mile,26-163-0019,AQS
04/22/1988,41.0,Ozone,Allen Park,26-163-0001,AQS
04/23/1988,53.0,PM10,,26-163-0002,AQS
04/24/1988,37.0,Ozone,Oak Park,26-125-0001,AQS
04/25/1988,44.0,PM10,Southwestern H.S.,26-163-0015,AQS
04/26/1988,42.0,NO2,East 7 Mile,26-163-0019,AQS
04/27/1988,53.0,PM10,,26-163-0002,AQS
04/28/1988,32.0,CO,,26-163-0021,AQS
04/29/1988,37.0,Ozone,,26-163-2002,AQS
04/30/1988,50.0,NO2,East 7 Mile,26-163-0019,AQS
05/01/1988,61.0,Ozone,,26-163-2002,AQS
05/02/1988,54.0,Ozone,,26-163-2002,AQS
05/03/1988,47.0,Ozone,Allen Park,26-163-0001,AQS
05/04/1988,51.0,Ozone,,26-163-2002,AQS
05/05/1988,61.0,Ozone,,26-163-0016,AQS
05/06/1988,61.0,PM10,,26-163-0002,AQS
05/07/1988,54.0,Ozone,Oak Park,26-125-0001,AQS
05/08/1988,87.0,Ozone,New Haven,26-099-0009,AQS
05/09/1988,66.0,PM10,,26-163-0002,AQS
05/10/1988,42.0,PM10,,26-163-0002,AQS
05/11/1988,56.0,CO,,26-163-0016,AQS
05/12/1988,66.0,CO,,26-163-0016,AQS
05/13/1988,67.0,CO,,26-163-0016,AQS
05/14/1988,44.0,CO,,26-163-0016,AQS
05/15/1988,90.0,Ozone,Oak Park,26-125-0001,AQS
05/16/1988,38.0,Ozone,,26-163-2002,AQS
05/17/1988,30.0,Ozone,,26-163-0016,AQS
05/18/1988,41.0,Ozone,,26-163-0016,AQS
05/19/1988,31.0,PM10,,26-163-0002,AQS
05/20/1988,53.0,NO2,,26-163-0016,AQS
05/21/1988,93.0,Ozone,,26-163-2002,AQS
05/22/1988,182.0,Ozone,Oak Park,26-125-0001,AQS
05/23/1988,31.0,NO2,East 7 Mile,26-163-0019,AQS
05/24/1988,44.0,Ozone,,26-163-0016,AQS
05/25/1988,41.0,Ozone,,26-163-0016,AQS
05/26/1988,87.0,Ozone,,26-163-0016,AQS
05/27/1988,126.0,Ozone,Oak Park,26-125-0001,AQS
05/28/1988,212.0,Ozone,New Haven,26-099-0009,AQS
05/29/1988,210.0,Ozone,New Haven,26-099-0009,AQS
05/30/1988,179.0,Ozone,Oak Park,26-125-0001,AQS
05/31/1988,207.0,Ozone,Oak Park,26-125-0001,AQS
06/01/1988,177.0,Ozone,,26-163-0016,AQS
06/02/1988,41.0,Ozone,,26-163-0016,AQS
06/03/1988,37.0,NO2,,26-163-0016,AQS
06/04/1988,52.0,NO2,,26-163-0016,AQS
06/05/1988,90.0,Ozone,,26-163-0016,AQS
06/06/1988,119.0,Ozone,,26-163-2002,AQS
06/07/1988,159.0,Ozone,,26-163-2002,AQS
06/08/1988,37.0,PM10,Allen Park,26-163-0001,AQS
06/09/1988,40.0,Ozone,,26-163-2002,AQS
06/10/1988,50.0,Ozone,,26-163-2002,AQS
06/11/1988,112.0,Ozone,Oak Park,26-125-0001,AQS
06/12/1988,161.0,Ozone,,26-163-2002,AQS
06/13/1988,166.0,Ozone,Oak Park,26-125-0001,AQS
06/14/1988,172.0,Ozone,,26-163-0016,AQS
06/15/1988,129.0,Ozone,,26-163-0016,AQS
06/16/1988,36.0,PM10,,26-163-0002,AQS
06/17/1988,54.0,Ozone,,26-163-0016,AQS
06/18/1988,136.0,Ozone,,26-163-0016,AQS
06/19/1988,190.0,Ozone,,26-163-0016,AQS
06/20/1988,182.0,Ozone,Oak Park,26-125-0001,AQS
06/21/1988,151.0,Ozone,Port Huron,26-147-0005,AQS
06/22/1988,177.0,Ozone,Oak Park,26-125-0001,AQS
06/23/1988,42.0,Ozone,,26-163-2002,AQS
06/24/1988,54.0,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
06/25/1988,177.0,Ozone,Oak Park,26-125-0001,AQS
06/26/1988,32.0,Ozone,East 7 Mile,26-163-0019,AQS
06/27/1988,43.0,Ozone,Oak Park,26-125-0001,AQS
06/28/1988,41.0,PM10,,26-163-0092,AQS
06/29/1988,41.0,Ozone,,26-163-2002,AQS
06/30/1988,32.0,PM10,Allen Park,26-163-0001,AQS
07/01/1988,38.0,Ozone,,26-163-2002,AQS
07/02/1988,84.0,Ozone,New Haven,26-099-0009,AQS
07/03/1988,172.0,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
07/04/1988,202.0,Ozone,,26-163-2002,AQS
07/05/1988,219.0,Ozone,Oak Park,26-125-0001,AQS
07/06/1988,240.0,Ozone,Oak Park,26-125-0001,AQS
07/07/1988,242.0,Ozone,,26-163-0016,AQS
07/08/1988,197.0,Ozone,,26-163-2002,AQS
07/09/1988,166.0,Ozone,,26-163-2002,AQS
07/10/1988,123.0,NO2,,26-163-0016,AQS
07/11/1988,105.0,Ozone,,26-163-0016,AQS
07/12/1988,54.0,Ozone,Allen Park,26-163-0001,AQS
07/13/1988,174.0,Ozone,Oak Park,26-125-0001,AQS
